date,NDVI,sensor
27-06-2020,0.344628149,Sentinel-2
07-07-2020,0.653025264,Sentinel-2
07-07-2020,0.646090027,Sentinel-2
12-07-2020,0.646284733,Sentinel-2
12-07-2020,0.627403267,Sentinel-2
17-07-2020,0.579520444,Sentinel-2
17-07-2020,0.586612122,Sentinel-2
11-08-2020,0.403878284,Sentinel-2
11-08-2020,0.422576017,Sentinel-2
31-08-2020,0.769260373,Sentinel-2
31-08-2020,0.778600853,Sentinel-2
05-09-2020,0.627952149,Sentinel-2
05-09-2020,0.60422499,Sentinel-2
25-09-2020,0.559754883,Sentinel-2
25-09-2020,0.584705879,Sentinel-2
15-10-2020,0.502965605,Sentinel-2
15-10-2020,0.491369461,Sentinel-2
25-10-2020,0.714984322,Sentinel-2
25-10-2020,0.702950014,Sentinel-2
30-10-2020,0.757137492,Sentinel-2
30-10-2020,0.756594091,Sentinel-2
04-11-2020,0.591550562,Sentinel-2
04-11-2020,0.586013295,Sentinel-2
09-11-2020,0.667933067,Sentinel-2
09-11-2020,0.678705761,Sentinel-2
14-11-2020,0.511986776,Sentinel-2
14-11-2020,0.488251085,Sentinel-2
19-11-2020,0.680738703,Sentinel-2
19-11-2020,0.695898034,Sentinel-2
14-12-2020,0.715224078,Sentinel-2
14-12-2020,0.704996436,Sentinel-2
19-12-2020,0.597217857,Sentinel-2
19-12-2020,0.585827362,Sentinel-2
24-12-2020,0.761354305,Sentinel-2
24-12-2020,0.746665104,Sentinel-2
29-12-2020,0.413713109,Sentinel-2
29-12-2020,0.361495373,Sentinel-2
03-01-2021,0.312291287,Sentinel-2
03-01-2021,0.280621545,Sentinel-2
18-01-2021,0.719128989,Sentinel-2
18-01-2021,0.715327988,Sentinel-2
23-01-2021,0.738246683,Sentinel-2
23-01-2021,0.701795189,Sentinel-2
28-01-2021,0.706315975,Sentinel-2
28-01-2021,0.682609964,Sentinel-2
02-02-2021,0.683733674,Sentinel-2
02-02-2021,0.671525933,Sentinel-2
07-02-2021,0.734681247,Sentinel-2
07-02-2021,0.687124132,Sentinel-2
12-02-2021,0.717421344,Sentinel-2
12-02-2021,0.680952723,Sentinel-2
17-02-2021,0.632477699,Sentinel-2
17-02-2021,0.627475365,Sentinel-2
22-02-2021,0.539380645,Sentinel-2
22-02-2021,0.548439986,Sentinel-2
27-02-2021,0.6330803,Sentinel-2
27-02-2021,0.614406214,Sentinel-2
04-03-2021,0.604706737,Sentinel-2
04-03-2021,0.600042021,Sentinel-2
09-03-2021,0.593179139,Sentinel-2
09-03-2021,0.578770394,Sentinel-2
14-03-2021,0.57860696,Sentinel-2
14-03-2021,0.566724954,Sentinel-2
19-03-2021,0.534524077,Sentinel-2
19-03-2021,0.510440459,Sentinel-2
24-03-2021,0.328259804,Sentinel-2
24-03-2021,0.363150712,Sentinel-2
03-04-2021,0.455913571,Sentinel-2
03-04-2021,0.397046001,Sentinel-2
18-04-2021,0.446966419,Sentinel-2
18-04-2021,0.405354423,Sentinel-2
23-04-2021,0.343243267,Sentinel-2
23-04-2021,0.331012503,Sentinel-2
28-04-2021,0.539355418,Sentinel-2
28-04-2021,0.524911382,Sentinel-2
03-05-2021,0.545136892,Sentinel-2
03-05-2021,0.528875514,Sentinel-2
08-05-2021,0.524087286,Sentinel-2
08-05-2021,0.50175796,Sentinel-2
18-05-2021,0.44500699,Sentinel-2
18-05-2021,0.420602347,Sentinel-2
28-05-2021,0.678405317,Sentinel-2
28-05-2021,0.648427969,Sentinel-2
02-06-2021,0.666098441,Sentinel-2
02-06-2021,0.643433092,Sentinel-2
07-06-2021,0.731237495,Sentinel-2
07-06-2021,0.715576315,Sentinel-2
12-06-2021,0.722962347,Sentinel-2
12-06-2021,0.696247404,Sentinel-2
01-08-2021,0.546286504,Sentinel-2
01-08-2021,0.549532401,Sentinel-2
06-08-2021,0.676178101,Sentinel-2
15-09-2021,0.714482541,Sentinel-2
15-09-2021,0.72942784,Sentinel-2
25-09-2021,0.677899179,Sentinel-2
25-09-2021,0.681618813,Sentinel-2
14-11-2021,0.490186697,Sentinel-2
14-11-2021,0.471288892,Sentinel-2
24-11-2021,0.696301653,Sentinel-2
24-11-2021,0.669454242,Sentinel-2
04-12-2021,0.752631774,Sentinel-2
04-12-2021,0.755495253,Sentinel-2
09-12-2021,0.276267128,Sentinel-2
19-12-2021,0.654628958,Sentinel-2
19-12-2021,0.658128399,Sentinel-2
24-12-2021,0.773071686,Sentinel-2
24-12-2021,0.736732618,Sentinel-2
29-12-2021,0.462451994,Sentinel-2
29-12-2021,0.43409808,Sentinel-2
03-01-2022,0.689886031,Sentinel-2
03-01-2022,0.633125767,Sentinel-2
08-01-2022,0.486964017,Sentinel-2
08-01-2022,0.468644103,Sentinel-2
13-01-2022,0.644881436,Sentinel-2
13-01-2022,0.574835696,Sentinel-2
18-01-2022,0.583247378,Sentinel-2
18-01-2022,0.574165701,Sentinel-2
23-01-2022,0.574766021,Sentinel-2
23-01-2022,0.544209788,Sentinel-2
28-01-2022,0.669137405,Sentinel-2
28-01-2022,0.62010823,Sentinel-2
02-02-2022,0.718352986,Sentinel-2
02-02-2022,0.673208759,Sentinel-2
07-02-2022,0.648851483,Sentinel-2
07-02-2022,0.634759295,Sentinel-2
12-02-2022,0.641938625,Sentinel-2
12-02-2022,0.629545105,Sentinel-2
22-02-2022,0.622765156,Sentinel-2
22-02-2022,0.600806274,Sentinel-2
27-02-2022,0.605193723,Sentinel-2
27-02-2022,0.629445976,Sentinel-2
04-03-2022,0.58332945,Sentinel-2
04-03-2022,0.558845691,Sentinel-2
09-03-2022,0.566774188,Sentinel-2
09-03-2022,0.544804517,Sentinel-2
14-03-2022,0.529427867,Sentinel-2
14-03-2022,0.705322865,Sentinel-2
19-03-2022,0.452570949,Sentinel-2
19-03-2022,0.533675335,Sentinel-2
24-03-2022,0.464946829,Sentinel-2
24-03-2022,0.483220013,Sentinel-2
29-03-2022,0.503430101,Sentinel-2
29-03-2022,0.415850264,Sentinel-2
03-04-2022,0.481880478,Sentinel-2
03-04-2022,0.459252037,Sentinel-2
08-04-2022,0.459313149,Sentinel-2
08-04-2022,0.416989172,Sentinel-2
13-04-2022,0.460784203,Sentinel-2
13-04-2022,0.441879862,Sentinel-2
18-04-2022,0.447668003,Sentinel-2
18-04-2022,0.465219516,Sentinel-2
23-04-2022,0.511832481,Sentinel-2
23-04-2022,0.423519329,Sentinel-2
28-04-2022,0.453912065,Sentinel-2
28-04-2022,0.447138689,Sentinel-2
03-05-2022,0.473548199,Sentinel-2
03-05-2022,0.479898896,Sentinel-2
23-05-2022,0.525973655,Sentinel-2
23-05-2022,0.496668395,Sentinel-2
28-05-2022,0.525277219,Sentinel-2
28-05-2022,0.498853802,Sentinel-2
07-06-2022,0.582846643,Sentinel-2
07-06-2022,0.561253121,Sentinel-2
12-06-2022,0.596603659,Sentinel-2
12-06-2022,0.564624061,Sentinel-2
17-06-2022,0.596883237,Sentinel-2
17-06-2022,0.556895937,Sentinel-2
22-06-2022,0.702731259,Sentinel-2
22-06-2022,0.6734603,Sentinel-2
27-07-2022,0.705282653,Sentinel-2
27-07-2022,0.708010531,Sentinel-2
01-08-2022,0.657664187,Sentinel-2
01-08-2022,0.642207494,Sentinel-2
11-08-2022,0.671889114,Sentinel-2
11-08-2022,0.656664783,Sentinel-2
16-08-2022,0.636775536,Sentinel-2
16-08-2022,0.662399444,Sentinel-2
05-09-2022,0.647687789,Sentinel-2
05-09-2022,0.614243435,Sentinel-2
20-09-2022,0.707440849,Sentinel-2
20-09-2022,0.69588857,Sentinel-2
25-09-2022,0.578314018,Sentinel-2
25-09-2022,0.597617198,Sentinel-2
20-10-2022,0.68522618,Sentinel-2
20-10-2022,0.718665066,Sentinel-2
25-10-2022,0.716570988,Sentinel-2
25-10-2022,0.720250589,Sentinel-2
30-10-2022,0.405490504,Sentinel-2
04-11-2022,0.642919428,Sentinel-2
04-11-2022,0.671241559,Sentinel-2
09-11-2022,0.733295918,Sentinel-2
09-11-2022,0.725410191,Sentinel-2
19-11-2022,0.675054594,Sentinel-2
19-11-2022,0.660014687,Sentinel-2
29-11-2022,0.753995556,Sentinel-2
29-11-2022,0.746286086,Sentinel-2
04-12-2022,0.633672723,Sentinel-2
19-12-2022,0.711928975,Sentinel-2
19-12-2022,0.693373857,Sentinel-2
24-12-2022,0.63786564,Sentinel-2
29-12-2022,0.750008401,Sentinel-2
29-12-2022,0.722552976,Sentinel-2
03-01-2023,0.725332776,Sentinel-2
03-01-2023,0.669838041,Sentinel-2
08-01-2023,0.693660182,Sentinel-2
08-01-2023,0.664044709,Sentinel-2
13-01-2023,0.569447245,Sentinel-2
18-01-2023,0.709070315,Sentinel-2
18-01-2023,0.715274328,Sentinel-2
23-01-2023,0.612194299,Sentinel-2
28-01-2023,0.698979556,Sentinel-2
28-01-2023,0.670382434,Sentinel-2
02-02-2023,0.322001118,Sentinel-2
07-02-2023,0.621425098,Sentinel-2
07-02-2023,0.62317745,Sentinel-2
12-02-2023,0.642363179,Sentinel-2
12-02-2023,0.655552288,Sentinel-2
17-02-2023,0.619016763,Sentinel-2
17-02-2023,0.591490027,Sentinel-2
22-02-2023,0.617844118,Sentinel-2
22-02-2023,0.580322419,Sentinel-2
27-02-2023,0.575431189,Sentinel-2
27-02-2023,0.562685748,Sentinel-2
04-03-2023,0.556641174,Sentinel-2
04-03-2023,0.512434357,Sentinel-2
14-03-2023,0.52402351,Sentinel-2
14-03-2023,0.458976448,Sentinel-2
19-03-2023,0.539360064,Sentinel-2
19-03-2023,0.503164318,Sentinel-2
24-03-2023,0.48882886,Sentinel-2
24-03-2023,0.477889781,Sentinel-2
29-03-2023,0.478922971,Sentinel-2
29-03-2023,0.471348243,Sentinel-2
03-04-2023,0.454064029,Sentinel-2
03-04-2023,0.442860175,Sentinel-2
08-04-2023,0.495752722,Sentinel-2
08-04-2023,0.464047243,Sentinel-2
13-04-2023,0.478979393,Sentinel-2
13-04-2023,0.452653849,Sentinel-2
18-04-2023,0.440231314,Sentinel-2
18-04-2023,0.418725058,Sentinel-2
23-04-2023,0.449868599,Sentinel-2
23-04-2023,0.430380725,Sentinel-2
28-04-2023,0.459388292,Sentinel-2
28-04-2023,0.445258417,Sentinel-2
03-05-2023,0.441618139,Sentinel-2
08-05-2023,0.239291202,Sentinel-2
08-05-2023,0.416932811,Sentinel-2
18-05-2023,0.542572451,Sentinel-2
18-05-2023,0.528204475,Sentinel-2
23-05-2023,0.297793129,Sentinel-2
23-05-2023,0.336057566,Sentinel-2
28-05-2023,0.539151063,Sentinel-2
28-05-2023,0.492680307,Sentinel-2
02-06-2023,0.517556697,Sentinel-2
02-06-2023,0.506125069,Sentinel-2
12-06-2023,0.531907083,Sentinel-2
12-06-2023,0.516083053,Sentinel-2
07-07-2023,0.523805496,Sentinel-2
07-07-2023,0.553111218,Sentinel-2
06-08-2023,0.67389068,Sentinel-2
06-08-2023,0.670721979,Sentinel-2
16-08-2023,0.63089488,Sentinel-2
16-08-2023,0.610931361,Sentinel-2
21-08-2023,0.610769569,Sentinel-2
21-08-2023,0.595363934,Sentinel-2
26-08-2023,0.239310478,Sentinel-2
31-08-2023,0.342183283,Sentinel-2
31-08-2023,0.324949474,Sentinel-2
15-09-2023,0.683421559,Sentinel-2
15-09-2023,0.669010315,Sentinel-2
25-09-2023,0.732639729,Sentinel-2
25-09-2023,0.742449252,Sentinel-2
05-10-2023,0.671222967,Sentinel-2
05-10-2023,0.678239885,Sentinel-2
10-10-2023,0.634576624,Sentinel-2
10-10-2023,0.65662638,Sentinel-2
15-10-2023,0.666404088,Sentinel-2
15-10-2023,0.69382346,Sentinel-2
20-10-2023,0.733378091,Sentinel-2
20-10-2023,0.724868588,Sentinel-2
25-10-2023,0.726025474,Sentinel-2
25-10-2023,0.712832791,Sentinel-2
24-11-2023,0.557123612,Sentinel-2
09-12-2023,0.469772255,Sentinel-2
09-12-2023,0.558037027,Sentinel-2
14-12-2023,0.373869848,Sentinel-2
19-12-2023,0.660498826,Sentinel-2
24-12-2023,0.736291217,Sentinel-2
24-12-2023,0.702190897,Sentinel-2
29-12-2023,0.721185051,Sentinel-2
29-12-2023,0.701368771,Sentinel-2
03-01-2024,0.743553986,Sentinel-2
03-01-2024,0.731957293,Sentinel-2
13-01-2024,0.718651535,Sentinel-2
13-01-2024,0.672603114,Sentinel-2
18-01-2024,0.706739195,Sentinel-2
18-01-2024,0.70811869,Sentinel-2
23-01-2024,0.698501173,Sentinel-2
23-01-2024,0.688813941,Sentinel-2
28-01-2024,0.564913772,Sentinel-2
28-01-2024,0.573008422,Sentinel-2
02-02-2024,0.512846917,Sentinel-2
02-02-2024,0.577533686,Sentinel-2
07-02-2024,0.702918172,Sentinel-2
07-02-2024,0.667309563,Sentinel-2
12-02-2024,0.630517391,Sentinel-2
12-02-2024,0.61309391,Sentinel-2
17-02-2024,0.649660499,Sentinel-2
17-02-2024,0.631853195,Sentinel-2
22-02-2024,0.553875793,Sentinel-2
22-02-2024,0.521985712,Sentinel-2
27-02-2024,0.629236362,Sentinel-2
27-02-2024,0.572951398,Sentinel-2
03-03-2024,0.559280725,Sentinel-2
03-03-2024,0.542914757,Sentinel-2
08-03-2024,0.525589052,Sentinel-2
08-03-2024,0.492025086,Sentinel-2
13-03-2024,0.500640715,Sentinel-2
13-03-2024,0.441916354,Sentinel-2
18-03-2024,0.480051235,Sentinel-2
18-03-2024,0.422050084,Sentinel-2
23-03-2024,0.44987783,Sentinel-2
23-03-2024,0.432694034,Sentinel-2
28-03-2024,0.456378673,Sentinel-2
28-03-2024,0.422840089,Sentinel-2
02-04-2024,0.41297587,Sentinel-2
02-04-2024,0.392546901,Sentinel-2
07-04-2024,0.403838006,Sentinel-2
07-04-2024,0.400752931,Sentinel-2
